"Date","RegionID","RegionName","State","Metro","SizeRank","Zhvi","MoM","QoQ","YoY","5Year","10Year","PeakMonth","PeakQuarter","PeakZHVI","PctFallFromPeak","LastTimeAtCurrZHVI" 
2016-05-31,2774,"Lafourche","LA","Houma",522,138200,0.00144927536231884,0.0139398385913426,0.1056,0.0162476905410995,,"2010-10","2010-Q4",140600,-0.0170697012802276,"2010-09"
2016-05-31,2966,"Monongalia","WV","Morgantown",523,172500,0.00232423009877978,0.00759345794392523,0.0379061371841155,0.0199198031157504,,"2009-11","2009-Q4",175500,-0.0170940170940171,"2009-10"
2016-05-31,1718,"Garland","AR","Hot Springs",524,136600,0,0.000732600732600733,0.0499615680245965,0.0159638820956143,0.00628825613933182,"2008-06","2008-Q2",136800,-0.00146198830409357,"2008-06"
2016-05-31,1707,"Flagler","FL","Daytona Beach",525,184300,0.0109709270433352,0.0267409470752089,0.0860341779611078,0.0706581023081887,-0.0331548795714851,"2006-08","2006-Q3",260000,-0.291153846153846,"2004-07"
2016-05-31,3260,"Portsmouth City","VA","Virginia Beach",526,139100,0.00288392213410238,0.00797101449275362,-0.00642857142857143,-0.00717575561986272,-0.0159116408771174,"2007-12","2007-Q4",176200,-0.2105561861521,"2005-08"
2016-05-31,1905,"Madison","MS","Jackson",527,200300,-0.00397812033814023,-0.00298656047784968,0.0426861009890682,0.0264372766148879,,"2009-11","2009-Q4",204700,-0.021494870542257,"2009-11"
2016-05-31,1415,"Sutter","CA","Yuba City",528,239100,0.00588977702986958,0.0118493440541684,0.111576011157601,0.0921145452332695,-0.0212206628351249,"2006-01","2006-Q1",301100,-0.205911657256725,"2004-11"
2016-05-31,2686,"Dougherty","GA","Albany",529,80600,0.00124223602484472,-0.00370828182941904,0.0151133501259446,-0.0202918596804536,-0.0135699200442446,"2007-10","2007-Q4",103800,-0.223506743737958,"2004-02"
2016-05-31,3244,"Northumberland","PA","Sunbury",530,88500,-0.00225479143179256,-0.007847533632287,-0.0210176991150442,0.0258436218973279,-0.0126350169188911,"2008-05","2008-Q2",108500,-0.184331797235023,"2004-07"
2016-05-31,796,"Wayne","NY","Rochester",531,111200,0,0.00270513976555455,0.0018018018018018,0.00848517072648725,0.0159769558205298,"2016-05","2016-Q2",111200,0,"2016-05"
2016-05-31,1683,"Dubuque","IA","Dubuque",532,147600,0.000677966101694915,0.00203665987780041,0.0300069783670621,0.0189137377352215,0.0226344878752618,"2016-05","2016-Q2",147600,0,"2016-05"
2016-05-31,3012,"Rockingham","NC","Greensboro",533,81800,-0.00365408038976857,-0.0132689987937274,0.0225,-0.00434379361523696,-0.0108188163955865,"2007-11","2007-Q4",93500,-0.125133689839572,"2002-09"
2016-05-31,1409,"Sumter","FL","The Villages",534,233400,-0.00171086398631309,-0.0076530612244898,-0.0172631578947368,0.049856526497519,0.00611321088987959,"2015-02","2015-Q1",238000,-0.019327731092437,"2014-08"
2016-05-31,1033,"Geauga","OH","Cleveland",535,212300,-0.00234962406015038,-0.00887021475256769,0.0280871670702179,0.0198797886595936,-0.00827733231222072,"2007-05","2007-Q2",231200,-0.0817474048442907,"2004-10"
2016-05-31,2405,"Marshall","AL","Albertville",536,109300,0.00275229357798165,0.00830258302583026,0.0389733840304183,0.00672078424881528,0.0099467982893866,"2016-05","2016-Q2",109300,0,"2016-05"
2016-05-31,3044,"Tuscarawas","OH","New Philadelphia",537,115300,0.00698689956331878,0.0212577502214349,0.104406130268199,0.058673499303187,0.0146433536481412,"2016-05","2016-Q2",115300,0,"2016-05"
2016-05-31,399,"Bowie","TX","Texarkana",538,93400,-0.00106951871657754,0.0163220892274211,0.0898483080513419,0.014998862993485,0.00194790205661977,"2009-05","2009-Q2",99600,-0.0622489959839357,"2008-09"
2016-05-31,2991,"Orangeburg","SC","Orangeburg",539,76000,-0.0026246719160105,-0.0065359477124183,0.00795755968169761,0.00975265839004225,-0.00829305533264435,"2008-04","2008-Q2",86900,-0.125431530494822,"2005-02"
2016-05-31,1998,"Roanoke","VA","Roanoke",540,168600,0.00297441998810232,0.0113977204559088,0.0168878166465621,0.0156558969277556,0.00825088400371077,"2016-05","2016-Q2",168600,0,"2016-05"
2016-05-31,1848,"Laramie","WY","Cheyenne",541,195700,0.00513610683102209,0.00824317362184441,0.0723287671232877,0.0292846212266995,0.0152581475175466,"2016-05","2016-Q2",195700,0,"2016-05"
2016-05-31,924,"Carver","MN","Minneapolis-St Paul",542,283600,0.00424929178470255,0.021981981981982,0.0426470588235294,0.0470091159776813,-0.000597467801137341,"2006-04","2006-Q2",285400,-0.00630693763139453,"2005-11"
2016-05-31,416,"Burke","NC","Hickory",543,105400,0.00476644423260248,0.0193423597678917,0.10598111227702,0.0474344813317558,,"2016-05","2016-Q2",105400,0,"2016-05"
2016-05-31,2168,"Campbell","KY","Cincinnati",544,139000,0.00797679477882524,0.0326894502228826,0.0962145110410095,0.0269394659684947,0.0140487871289743,"2016-05","2016-Q2",139000,0,"2016-05"
2016-05-31,1376,"Sevier","TN","Sevierville",545,163100,0.00369230769230769,0.0136730888750777,0.041507024265645,0.0207261243741881,-0.00188106585327108,"2007-04","2007-Q2",178100,-0.0842223469960696,"2006-03"
2016-05-31,735,"Story","IA","Ames",546,164800,0.00549115314215985,0.0332288401253919,0.0687418936446174,0.0194057558403544,,"2016-05","2016-Q2",164800,0,"2016-05"
2016-05-31,542,"Grant","WA","Moses Lake",547,126400,-0.000790513833992095,0.00958466453674121,0.0730050933786078,0.0109521138972377,,"2016-04","2016-Q2",126500,-0.000790513833992095,"2016-04"
2016-05-31,1729,"Grafton","NH","Claremont",548,182500,0.00884466556108347,0.0105204872646733,0.0428571428571429,0.0133395669572158,-0.00588700346713411,"2007-07","2007-Q3",206700,-0.117077890662796,"2005-05"
2016-05-31,1610,"Chemung","NY","Elmira",549,83600,0.00239808153477218,-0.027906976744186,-0.0118203309692671,-0.0042514530176434,0.00997596744859974,"2012-11","2012-Q4",90800,-0.079295154185022,"2010-07"
2016-05-31,485,"Dodge","WI","Beaver Dam",550,132800,0.000753579502637528,0.00226415094339623,0.0129672006102212,0.00136096073146241,-0.00526590481281919,"2007-10","2007-Q4",141700,-0.0628087508821454,"2004-11"
2016-05-31,1581,"Calvert","MD","Washington",551,297700,0.00303234501347709,0.00949474398101051,0.0269058295964126,0.0157679944641236,-0.0259933504359727,"2006-07","2006-Q3",387900,-0.232534158288219,"2004-10"
2016-05-31,2846,"Sherburne","MN","Minneapolis-St Paul",552,202300,0.00747011952191235,0.0279471544715447,0.0812399786210582,0.0538947911417662,-0.0115407825887541,"2006-07","2006-Q3",227600,-0.11115992970123,"2004-05"
2016-05-31,2796,"Mendocino","CA","Ukiah",553,351600,0.00342465753424658,0.0322959483264827,0.0865265760197775,0.0465938225374882,-0.0218221326059121,"2006-11","2006-Q4",466600,-0.246463780540077,"2004-09"
2016-05-31,338,"Wood","WV","Parkersburg",554,95900,0.00313807531380753,0.0191285866099894,0.0691192865105909,0.0261201276519929,0.0106034608100016,"2016-05","2016-Q2",95900,0,"2016-05"
2016-05-31,1358,"Rogers","OK","Tulsa",555,118600,0.00253592561284869,0.0110826939471441,0.0367132867132867,0.0256370000565791,,"2016-05","2016-Q2",118600,0,"2016-05"
2016-05-31,1961,"Ozaukee","WI","Milwaukee",556,249100,-0.000802246289610911,0.000401606425702811,0.0272164948453608,0.0183063812783506,0.00244112880941327,"2007-11","2007-Q4",258700,-0.0371086200231929,"2007-07"
2016-05-31,185,"Hunt","TX","Dallas-Fort Worth",557,84800,-0.013953488372093,-0.0150987224157956,0.0404907975460123,0.0321230027634549,0.0173485350429534,"2015-12","2015-Q4",88000,-0.0363636363636364,"2015-09"
2016-05-31,870,"Benton","OR","Corvallis",558,294800,0.00545702592087312,0.0211291998614479,0.0878228782287823,0.0400893946351943,0.0213333328091898,"2016-05","2016-Q2",294800,0,"2016-05"
2016-05-31,2514,"Rockdale","GA","Atlanta",559,126300,0.00477326968973747,0.0136436597110754,0.0577889447236181,0.019454826967898,-0.0218967234779047,"2006-10","2006-Q4",160900,-0.215040397762585,"2000-01"
2016-05-31,3126,"Saint Croix","WI","Minneapolis-St Paul",560,226300,0.000442086648983201,0.00443852640923214,0.0843315764254911,0.0463804191944588,0.0188776322386566,"2016-05","2016-Q2",226300,0,"2016-05"
2016-05-31,1469,"Walton","GA","Atlanta",561,150000,0.00603621730382294,0.0217983651226158,0.0885341074020319,0.0821015539167347,0.00735570080843218,"2016-05","2016-Q2",150000,0,"2016-05"
2016-05-31,2756,"Jefferson","WI","Watertown",562,171400,0.00233918128654971,0.0094228504122497,0.0214541120381406,0.0191378716494506,0.004791324234517,"2016-05","2016-Q2",171400,0,"2016-05"
2016-05-31,3121,"Saint Clair","AL","Birmingham",563,154200,0.00194931773879142,0.00390625,0.030060120240481,0.020385597436297,0.00956348933239637,"2016-05","2016-Q2",154200,0,"2016-05"
2016-05-31,3187,"Saint Landry","LA","Opelousas",564,109000,0.00646352723915051,0.0450623202301055,0.00368324125230203,0.052736751629255,0.0338976457377742,"2015-01","2015-Q1",110300,-0.0117860380779692,"2014-12"
2016-05-31,2163,"Caldwell","NC","Hickory",565,93200,0.00539374325782093,0.011943539630836,0.0627137970353478,0.0251872950764565,0.0219636879978631,"2015-11","2015-Q4",93900,-0.00745473908413206,"2015-11"
2016-05-31,85,"Lee","MS","Tupelo",566,118000,0.00854700854700855,0.0146173688736028,-0.0191188694929343,0.0113964571219205,0.00732018825904213,"2015-04","2015-Q2",122200,-0.0343698854337152,"2014-11"
2016-05-31,1945,"Newport","RI","Providence",567,360300,0.000833333333333333,0.00418060200668896,0.03713298791019,0.0282183338916955,-0.0121379176836711,"2006-07","2006-Q3",409500,-0.12014652014652,"2004-11"
2016-05-31,1100,"Howard","IN","Kokomo",568,81000,-0.00123304562268804,-0.0097799511002445,-0.010989010989011,0.0212956876001351,,"2015-11","2015-Q4",84400,-0.0402843601895735,"2015-04"
2016-05-31,2760,"Josephine","OR","Grants Pass",569,212500,0.00663192799621033,0.0196737044145873,0.105619146722164,0.0590577664340224,-0.0168651827889833,"2006-03","2006-Q1",253000,-0.160079051383399,"2005-02"
2016-05-31,1630,"Clinton","NY","Plattsburgh",570,114700,-0.00174064403829417,-0.00347523892267593,-0.0213310580204778,0.00316851977639265,0.0063169120603126,"2014-12","2014-Q4",119200,-0.037751677852349,"2013-10"
2016-05-31,2783,"Manitowoc","WI","Manitowoc",571,109600,0.00091324200913242,0.011070110701107,0.00458295142071494,-0.00307364341004901,0.00184336959931497,"2010-11","2010-Q4",116200,-0.0567986230636833,"2010-01"
2016-05-31,1602,"Cascade","MT","Great Falls",572,156200,0.00644329896907216,0.0195822454308094,0.0511440107671602,0.0142934179842045,0.0175944260968555,"2009-06","2009-Q2",162300,-0.0375847196549599,"2009-01"
2016-05-31,2157,"Burleigh","ND","Bismarck",573,262800,0.0022883295194508,0.00766871165644172,0.0330188679245283,0.081890544229553,0.0603953114483129,"2016-05","2016-Q2",262800,0,"2016-05"
2016-05-31,632,"Maury","TN","Nashville",574,145700,0.00691085003455425,0.026056338028169,0.121632024634334,0.0499259975856505,0.0241221667126696,"2016-05","2016-Q2",145700,0,"2016-05"
2016-05-31,1647,"Cullman","AL","Cullman",575,118800,0,-0.0132890365448505,0.0294627383015598,0.000337040858495063,,"2009-08","2009-Q3",141900,-0.162790697674419,
2016-05-31,3088,"Cattaraugus","NY","Olean",576,72600,0.00137931034482759,0,0.03125,0.00418424662143035,-0.000549301010693948,"2007-06","2007-Q2",75100,-0.033288948069241,"2006-11"
2016-05-31,929,"Cayuga","NY","Auburn",577,107800,0.000928505106778087,0,-0.0468611847922193,0.00720317079015009,0.0168628760224498,"2015-04","2015-Q2",113600,-0.051056338028169,"2014-10"
2016-05-31,525,"Glynn","GA","Brunswick",578,175700,0.00457404230989137,0.00919012062033314,0.0779141104294478,0.026316159729002,-0.018373805403102,"2008-08","2008-Q3",241800,-0.273366418527709,"2005-04"
2016-05-31,2721,"Henderson","TX","Athens",579,158200,0.00700190961171229,0.0407894736842105,0.160674981658107,0.0439294774928027,0.0287964850038218,"2016-05","2016-Q2",158200,0,"2016-05"
2016-05-31,1112,"Island","WA","Oak Harbor",580,307800,0.0115018074268814,0.0328859060402685,0.11886586695747,0.0301637725237291,0.00327458594942764,"2008-03","2008-Q1",321800,-0.0435052827843381,"2006-10"
2016-05-31,2516,"Rockwall","TX","Dallas-Fort Worth",581,236100,0.00596506178099702,0.0225205716760502,0.0840220385674931,0.0601534596897262,0.0253011058422286,"2016-05","2016-Q2",236100,0,"2016-05"
2016-05-31,2700,"Frederick","VA","Winchester",582,225200,-0.00265721877767936,-0.00442086648983201,0.0236363636363636,0.0358891380538524,-0.0299086819009889,"2006-05","2006-Q2",305100,-0.261881350376926,"2004-08"
2016-05-31,1875,"Lincoln","NC","Charlotte",583,135500,0.0044477390659748,0.00668647845468053,0.0788216560509554,0.0207104653907901,0.00586765749484774,"2016-05","2016-Q2",135500,0,"2016-05"
2016-05-31,2294,"Franklin","WA","Kennewick",584,172100,0.00584453535943892,0.0244047619047619,0.086489898989899,0.0299375290505577,0.0270380789579623,"2016-05","2016-Q2",172100,0,"2016-05"
2016-05-31,2553,"Somerset","PA","Somerset",585,101500,0.0109561752988048,0.0346585117227319,0.0832443970117396,0.0259422535960865,0.0144898744227524,"2016-05","2016-Q2",101500,0,"2016-05"
2016-05-31,2567,"Sullivan","NY",,586,123500,-0.00161681487469685,-0.00723472668810289,0.0098119378577269,-0.0151561853830926,-0.0353508873979355,"2006-10","2006-Q4",180400,-0.315410199556541,"2003-12"
2016-05-31,2766,"Kosciusko","IN","Warsaw",587,146900,-0.00541638456330399,-0.00406779661016949,0.0396319886765747,0.0190091359606557,0.0109056842392212,"2016-03","2016-Q1",148000,-0.00743243243243243,"2016-02"
2016-05-31,2195,"Cheshire","NH","Keene",588,170100,-0.00468110005851375,-0.0104712041884817,-0.0173310225303293,0.0033250941835925,-0.0148740998740028,"2007-01","2007-Q1",203000,-0.162068965517241,"2004-06"
2016-05-31,158,"Erie","OH","Sandusky",589,117500,0.00255972696245734,-0.00927487352445194,-0.0400326797385621,0.0329860953438206,-0.00836761581309775,"2005-03","2005-Q1",133100,-0.117205108940646,"2001-10"
2016-05-31,3084,"Bartholomew","IN","Columbus",590,140900,0.00571020699500357,0.0239825581395349,0.0780413159908187,0.0403767347738551,,"2016-05","2016-Q2",140900,0,"2016-05"
2016-05-31,2777,"Lancaster","SC","Charlotte",591,137300,0,0.0117907148120855,0.0401515151515152,-0.000581649368520454,0.016128114136287,"2013-09","2013-Q3",140200,-0.0206847360912981,"2013-07"
2016-05-31,2586,"Valencia","NM","Albuquerque",592,117300,0,0.00946643717728055,0.0362190812720848,-0.0107285550055032,,"2010-09","2010-Q3",134000,-0.124626865671642,
2016-05-31,2860,"Van Buren","MI","Kalamazoo",593,129700,-0.0053680981595092,-0.000770416024653313,0.117140396210164,0.0559335923914475,0.00822440814063619,"2016-03","2016-Q1",130700,-0.00765110941086458,"2016-02"
2016-05-31,2585,"Umatilla","OR","Hermiston-Pendleton",594,153400,-0.0032488628979857,-0.00583279325988334,-0.0128700128700129,0.0210886841718094,0.0269322761023247,"2015-05","2015-Q2",155400,-0.0128700128700129,"2015-03"
2016-05-31,3237,"Cape Girardeau","MO","Cape Girardeau",595,138700,0.0101966496722505,0.0213549337260677,-0.023926812104152,0.00873171904703773,,"2015-02","2015-Q1",144300,-0.0388080388080388,"2014-09"
2016-05-31,601,"Lewis","WA","Centralia",596,165800,0.0036319612590799,0.020935960591133,0.0601023017902813,0.0290241129129178,0.00381842745760652,"2007-06","2007-Q2",173400,-0.0438292964244521,"2006-09"
2016-05-31,1941,"Natrona","WY","Casper",597,189300,-0.000527983104540655,0.00158730158730159,0.017741935483871,0.0330442244058129,0.0151953534875853,"2008-02","2008-Q1",200300,-0.054917623564653,"2007-08"
2016-05-31,292,"Polk","OR","Salem",598,220800,0.00318037255792821,0.00867976244860667,0.073407875546913,0.037250058425901,0.00745236520403703,"2007-09","2007-Q3",235100,-0.0608251807741387,"2006-12"
2016-05-31,1643,"Coryell","TX","Killeen",599,92600,0.00108108108108108,0.00108108108108108,0.0668202764976959,-0.00257183003588901,,"2011-07","2011-Q3",95400,-0.0293501048218029,
2016-05-31,1628,"Clinton","MI","Lansing",600,162100,0.00185414091470952,0.00495970241785493,0.0285532994923858,0.0288677130827595,-0.00625667994236578,"2005-12","2005-Q4",177100,-0.0846979107848673,"2003-12"
2016-05-31,2123,"Anderson","TN","Knoxville",601,110400,0.00181488203266788,0.0119156736938588,0,0.0108517744114951,0.0154578691263423,"2015-06","2015-Q2",110600,-0.00180831826401447,"2015-05"
2016-05-31,2118,"Allegany","MD","Cumberland",602,75100,-0.00132978723404255,-0.00265604249667995,-0.0577164366373902,-0.011322702762094,-0.0110193427825077,"2009-11","2009-Q4",94700,-0.206969376979937,"2005-08"
2016-05-31,1710,"Forrest","MS","Hattiesburg",603,111000,0.000901713255184851,0.00543478260869565,-0.0142095914742451,-0.000359971295610273,0.00614887980969825,"2009-06","2009-Q2",117300,-0.0537084398976982,"2007-02"
2016-05-31,514,"Floyd","IN","Louisville/Jefferson County",604,156300,0.0103425985778927,0.0249180327868852,0.0786749482401656,0.0303452745140527,0.0196192897529295,"2016-05","2016-Q2",156300,0,"2016-05"
2016-05-31,1338,"Putnam","FL","Palatka",605,94100,0.00857449088960343,0.0250544662309368,0.136473429951691,0.0038702511705222,-0.0334244242346053,"2007-02","2007-Q1",139900,-0.327376697641172,"2004-09"
2016-05-31,1276,"Oconee","SC","Seneca",606,139900,0.00143163922691482,0.0101083032490975,0.106803797468354,0.0136976165934248,,"2009-08","2009-Q3",146800,-0.0470027247956403,
2016-05-31,1533,"Bastrop","TX","Austin",607,162000,0.00247524752475248,0.0144020037570445,0.073558648111332,0.0595729015434809,0.0321986832689047,"2016-05","2016-Q2",162000,0,"2016-05"
2016-05-31,1523,"Augusta","VA","Staunton",608,190800,0,0.00104931794333683,0.00315457413249211,0.0150138349008859,-0.0107603593448141,"2008-03","2008-Q1",229100,-0.167175905718027,"2005-06"
2016-05-31,1909,"Madison","NY","Syracuse",609,115300,0.000868055555555556,-0.00774526678141136,-0.0203908241291419,0.00510769800447064,0.0107574595709632,"2014-11","2014-Q4",122200,-0.0564648117839607,"2014-05"
2016-05-31,1251,"Nassau","FL","Jacksonville",610,226000,0.00132919805050953,-0.00528169014084507,0.0329067641681901,0.0251551090856583,-0.012810252679139,"2007-01","2007-Q1",273700,-0.17427840701498,"2005-08"
2016-05-31,1109,"Iberia","LA","Lafayette",611,108300,-0.00550964187327824,-0.0163487738419619,0.00463821892393321,0.0409717576849642,0.0245212084502071,"2015-09","2015-Q3",114800,-0.0566202090592334,"2015-06"
2016-05-31,1214,"Monroe","FL","Key West",612,529600,0.00972354623450906,0.0368050117462803,0.11354079058032,0.0790060761835967,-0.0265324610955116,"2005-11","2005-Q4",738500,-0.282870683818551,"2004-07"
2016-05-31,2065,"Wagoner","OK","Tulsa",613,137000,0.00661278471711977,0.0246821241585639,0.056283731688512,0.0212956876001351,,"2016-05","2016-Q2",137000,0,"2016-05"
2016-05-31,3163,"Grays Harbor","WA","Aberdeen",614,128100,0.00078125,0.00313234142521535,0.0338983050847458,0.00799462283156771,-0.000622376347689024,"2009-04","2009-Q2",138800,-0.0770893371757925,"2006-05"
2016-05-31,932,"Chelan","WA","Wenatchee",615,256700,0.0106299212598425,0.0186507936507937,0.0844951415293621,0.0395949882075526,,"2016-05","2016-Q2",256700,0,"2016-05"
2016-05-31,1345,"Putnam","TN","Cookeville",616,137500,0.0021865889212828,0.00511695906432749,0.0601387818041635,0.027087430052819,0.0172364795926747,"2016-05","2016-Q2",137500,0,"2016-05"
2016-05-31,346,"Yuba","CA","Yuba City",617,210900,0.0134550696780394,0.043026706231454,0.128410914927769,0.0970871578482433,-0.0283237819751593,"2005-12","2005-Q4",290700,-0.274509803921569,"2004-09"
2016-05-31,2281,"Franklin","MA","Greenfield Town",618,196200,0.00102040816326531,-0.00152671755725191,-0.0115869017632242,0.00256808724498936,-0.00539213211151113,"2007-02","2007-Q1",214100,-0.083605791686128,"2005-07"
2016-05-31,2450,"Muskogee","OK","Muskogee",619,66100,0.00916030534351145,0.0644122383252818,0.147569444444444,,,"2016-05","2016-Q2",66100,0,"2016-05"
2016-05-31,1540,"Belmont","OH","Wheeling",620,88000,0.0068649885583524,0.00917431192660551,0.038961038961039,0.0477314461036296,0.0249187149458314,"2016-05","2016-Q2",88000,0,"2016-05"
2016-05-31,1566,"Bulloch","GA","Statesboro",621,130000,-0.00230237912509593,-0.0121580547112462,-0.0053557765876052,0.0106390040323678,,"2009-08","2009-Q3",161400,-0.19454770755886,
2016-05-31,531,"Grant","IN","Marion",622,65700,0,-0.00904977375565611,-0.0338235294117647,-0.00889030023332371,-0.0223940958429111,"2004-11","2004-Q4",87900,-0.252559726962457,"1998-11"
2016-05-31,1751,"Hancock","IN","Indianapolis",623,143700,-0.00346740638002774,-0.0251017639077341,-0.031018206338503,0.0115221193426824,-0.00192790274071775,"2005-05","2005-Q2",154300,-0.0686973428386261,"2004-10"
2016-05-31,460,"Creek","OK","Tulsa",624,102200,0.00196078431372549,0.020979020979021,0.205188679245283,0.0520479675703194,,"2016-05","2016-Q2",102200,0,"2016-05"
2016-05-31,2710,"Greenwood","SC","Greenwood",625,103400,-0.011472275334608,-0.00193050193050193,0.0391959798994975,0.0461966331165899,,"2016-03","2016-Q1",104700,-0.0124164278892073,"2016-02"
2016-05-31,3178,"Pottawatomie","OK","Shawnee",626,91500,0.020066889632107,0.0614849187935035,0.145181476846058,0.0267136717914929,,"2016-05","2016-Q2",91500,0,"2016-05"
2016-05-31,852,"Barrow","GA","Atlanta",627,137700,0.00953079178885631,0.0337837837837838,0.0783085356303837,0.0766124516429774,-0.000579124232068962,"2007-12","2007-Q4",142000,-0.0302816901408451,"2007-04"
2016-05-31,789,"Wayne","IN","Richmond",628,72500,0,-0.0122615803814714,0.0225669957686883,0.00250142092467609,-0.0232197561218817,"2005-03","2005-Q1",95700,-0.242424242424242,"1998-04"
2016-05-31,1233,"Morgan","IN","Indianapolis",629,132900,0.00226244343891403,-0.00374812593703148,-0.0148257968865827,0.0167629319221572,0.0029828961432572,"2015-09","2015-Q3",137100,-0.0306345733041575,"2014-08"
2016-05-31,1063,"Greene","TN","Greeneville",630,90000,0,0.00783874580067189,0.0238907849829352,0.0333080913838257,,"2014-07","2014-Q3",92100,-0.0228013029315961,"2014-05"
2016-05-31,1465,"Walker","GA","Chattanooga",631,95700,0.00525210084033613,0.0224358974358974,0.0668896321070234,0.0281426786437715,-0.00247384180866261,"2006-11","2006-Q4",100400,-0.0468127490039841,"2005-09"
2016-05-31,2917,"Darlington","SC","Florence",632,88700,0.00112866817155756,0.0301974448315912,0.0843520782396088,0.0346760689469687,0.0289156633106202,"2016-05","2016-Q2",88700,0,"2016-05"
2016-05-31,1538,"Bedford","VA","Lynchburg",633,170700,-0.00292056074766355,-0.0178365937859609,-0.0110081112398609,0.00791750532109137,,"2009-08","2009-Q3",214800,-0.205307262569832,
2016-05-31,1149,"Lonoke","AR","Little Rock",634,127200,0.000786782061369001,0.00315457413249211,-0.00625,0.0123977850626336,0.0151891766793102,"2015-06","2015-Q2",128100,-0.00702576112412178,"2015-03"
2016-05-31,574,"Jones","MS","Laurel",635,101700,0.0241691842900302,0.0750528541226216,0.0210843373493976,0.010761715417305,0.0155012137016037,"2008-06","2008-Q2",105400,-0.0351043643263757,"2008-02"
2016-05-31,2212,"Columbia","FL","Lake City",636,110400,0.00272479564032698,0.0128440366972477,0.0415094339622641,0.0197811949241662,-0.0262880291795716,"2006-11","2006-Q4",153400,-0.280312907431552,"2005-02"
2016-05-31,2216,"Columbia","PA","Bloomsburg",637,121900,-0.00163800163800164,0.00494641384995878,0.0427715996578272,0.00772292529604446,0.0134070672312829,"2010-04","2010-Q2",122500,-0.00489795918367347,"2010-03"
2016-05-31,578,"Kauai","HI","Kapaa",638,551100,0.000908100254268071,0.00675922542930215,0.125153123723969,0.0719311529482802,-0.0083495499128251,"2006-05","2006-Q2",599300,-0.0804271650258635,"2005-09"
2016-05-31,756,"Troup","GA","LaGrange",639,97400,0,0.00308959835221421,0.176328502415459,0.0340138336273657,-0.00312824848748061,"2008-08","2008-Q3",116300,-0.162510748065348,"2007-05"
2016-05-31,2942,"James City","VA","Virginia Beach",640,306800,-0.00227642276422764,0.00032605151613955,0.0138797091870456,0.0130089787275018,-0.0096382341959026,"2006-09","2006-Q3",349200,-0.121420389461627,"2005-10"
2016-05-31,2179,"Carteret","NC","Morehead City",641,230600,0.00260869565217391,-0.00216356555603635,0.0140721196130167,0.00200682183678524,-0.0136220331821412,"2008-02","2008-Q1",320900,-0.28139607354316,"2005-01"
2016-05-31,1842,"Klamath","OR","Klamath Falls",642,147600,0.00408163265306122,0.00750853242320819,0.025,0.0625074207076128,-0.0148382217319071,"2007-05","2007-Q2",177000,-0.166101694915254,"2005-09"
2016-05-31,2834,"Robertson","TN","Nashville",643,153900,0.0065402223675605,0.0253164556962025,0.0930397727272727,0.0270088944123577,0.0229146668872142,"2016-05","2016-Q2",153900,0,"2016-05"
2016-05-31,976,"Dallas","IA","Des Moines",644,205300,0.00834970530451866,0.0188585607940447,0.0720626631853786,0.0436644359239984,,"2016-05","2016-Q2",205300,0,"2016-05"
2016-05-31,702,"Salem","NJ","Philadelphia",645,146200,0.00205620287868403,0.00343170899107756,-0.0148247978436658,-0.0130187690996221,-0.0189912497652323,"2007-04","2007-Q2",187900,-0.221926556679085,"2005-02"
2016-05-31,1479,"Warren","NY","Glens Falls",646,184600,0.00544662309368192,-0.0243128964059197,-0.0144153764014949,-0.000972239064788605,-0.00783166329566276,"2007-12","2007-Q4",213700,-0.136172204024333,"2005-10"
2016-05-31,345,"York","VA","Virginia Beach",647,291000,-0.000686813186813187,-0.00274160383824537,0.00344827586206897,0.0105674751419791,-0.00163469074573497,"2007-04","2007-Q2",314300,-0.0741329939548202,"2006-04"
2016-05-31,2961,"Livingston","NY","Rochester",648,117800,-0.00254022015241321,-0.00338409475465313,-0.00422654268808115,0.00996874843195861,0.013221733741706,"2015-07","2015-Q3",118800,-0.00841750841750842,"2015-03"
2016-05-31,915,"Carbon","PA","Allentown",649,130600,0.0061633281972265,0.0100541376643465,-0.0121028744326778,-0.00923326684181835,-0.0138198687590199,"2007-09","2007-Q3",157500,-0.170793650793651,"2005-04"
2016-05-31,2261,"Fauquier","VA","Washington",650,336000,0.00418410041841004,0.0126582278481013,0.0120481927710843,0.0479104904160277,-0.0138279246574612,"2006-04","2006-Q2",386400,-0.130434782608696,"2005-01"
2016-05-31,217,"Lake","CA","Clearlake",651,212700,0.00235626767200754,0.0138226882745472,0.136825227151256,0.0986225318260534,-0.035779789279845,"2006-08","2006-Q3",315500,-0.325832012678288,"2004-04"
2016-05-31,2340,"Herkimer","NY","Utica",652,89800,0.00335195530726257,0.00559910414333707,0.0441860465116279,0.024664857395148,0.0126400866859564,"2016-05","2016-Q2",89800,0,"2016-05"
2016-05-31,2554,"Spalding","GA","Atlanta",653,87300,0.00808314087759815,0.0417661097852029,0.0492788461538462,0.0108849872207251,-0.0185716766847663,"2007-05","2007-Q2",111600,-0.217741935483871,"2000-08"
2016-05-31,2891,"Blue Earth","MN","Mankato",654,174700,0.00172018348623853,0.0162885398487493,0.0331164991129509,0.0388315772261263,0.00757594151414942,"2016-05","2016-Q2",174700,0,"2016-05"
2016-05-31,1605,"Catoosa","GA","Chattanooga",655,125300,0.000798722044728434,0.0178716490658002,0.0933682373472949,0.0239793093743885,0.00128598442010408,"2016-05","2016-Q2",125300,0,"2016-05"
